1195,520,521,522,1200,1202,1204,1260,1211,1245,338,339,339,340,1184,1255,1187,1248,1248,1204,1195,1238,1188,1189,1213,1202,1202,1209,1186,1187,1184,1252,1213,1252,1216,1203,1206,1255,1196,1220,1200,1203,1184,1212,1197,1208,1219,1239,1183,1255,1205,1196,1205,1215,1201,1217,1206,524,521,521,521,521,521,455,456,457,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
1213,533,534,535,1203,1190,1200,1206,1207,1216,364,352,352,353,1215,1187,1188,1191,1218,1204,1202,1187,1221,1214,1214,1202,1183,1188,1200,1201,1197,1211,1239,1189,1197,1201,1198,1239,1204,1190,1212,1201,1192,1189,1238,1185,1190,1255,1198,1219,1204,1215,1218,1255,1203,1217,1255,520,521,521,521,521,521,468,469,470,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
1221,1238,1208,1238,1192,1239,1189,1190,1217,1255,1187,365,365,366,1212,377,378,379,1260,1201,1221,1196,1199,1188,1214,1243,1255,1193,1192,1210,1193,1187,1198,1189,1208,1216,1248,1212,1245,910,911,911,911,911,911,911,1097,911,911,911,911,912,1260,1197,1237,1189,1219,524,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,442,443,444,521,521,521,521,521,521,521,521,521,521,521,521
1194,1219,507,509,1197,1184,1238,1202,1185,1203,1183,1199,1239,1191,1190,1191,1196,1189,380,1201,1208,1221,1188,1208,1255,1187,1255,1252,1245,1199,1202,1211,1220,1200,1215,1197,1204,1201,1183,923,924,924,924,924,924,924,1097,924,924,924,924,925,1197,1237,1204,1185,1198,520,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,455,456,457,521,521,521,521,521,521,521,521,521,521,521,521
1260,1186,533,535,1199,1188,1189,1209,1205,1248,1245,1192,1193,1205,1255,1218,1200,1203,1197,341,1215,1201,1191,1216,1193,1219,1260,1255,1196,1217,1207,1243,1196,1189,1187,1219,1189,1198,1211,936,937,929,924,924,924,924,1097,924,924,924,924,925,1208,913,1184,1187,1188,520,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,468,469,470,521,521,521,521,521,521,521,521,521,521,521,521
507,509,1255,1191,1195,1218,1209,1218,507,509,1198,1217,380,1200,1217,1260,1188,1191,1194,354,1183,1252,1188,1220,1207,1193,1217,1195,1196,1237,1255,1243,1216,1198,1186,1183,1213,1239,1207,1197,1189,923,924,924,928,937,1097,937,929,924,928,938,1191,926,1209,1186,1194,520,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
533,535,1214,1192,1245,1203,1211,1238,533,535,1207,1215,1202,1197,1191,1208,1210,1221,1188,367,1189,1214,1207,1218,1201,1245,1198,1199,1202,1206,1201,1237,1205,1248,1245,1208,1189,1212,1248,1237,1202,923,924,924,925,1190,1213,1213,923,924,925,1238,1210,939,1206,1198,1192,524,521,521,521,521,521,521,442,443,444,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
1211,1202,507,508,509,1189,1207,1252,1191,1193,1248,1206,1260,1208,1189,1213,1216,1212,1218,1239,1203,1216,1220,1210,1198,1212,1194,1186,1248,1208,1196,1200,1192,1187,1184,1208,1183,1218,1202,1184,1197,923,924,924,925,1190,1190,1213,923,924,925,1243,1200,1248,1245,1205,1208,520,521,521,521,521,521,521,455,456,457,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
1183,1191,520,521,522,1183,1195,1183,1186,1199,1207,1212,1199,1194,377,378,379,1248,1260,1206,380,1219,1198,1201,1248,1213,1195,1197,1218,1239,1198,1205,1197,1204,1218,1215,1193,1245,1216,1205,1186,958,937,929,941,911,911,911,942,924,925,1210,1208,1205,1252,1187,1193,520,521,521,521,521,521,521,468,469,470,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
1206,1200,533,534,535,1239,507,508,509,1196,1188,1205,1185,1183,1217,1193,1260,380,1186,338,339,340,1205,1217,1252,1191,1201,1212,1248,1187,1190,1216,1210,1190,1211,1193,1219,1210,1237,1218,910,944,912,936,937,937,937,937,937,937,938,1187,1185,1202,1221,1186,1205,520,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,442,444,521,521,521,521,521,521,521,521,521
1245,1193,1193,1201,1205,507,520,521,522,1213,1219,1219,1218,1203,1191,1210,1213,1204,1186,351,352,353,1252,1218,1210,1260,1197,1198,1204,1201,1192,1183,1212,1202,1186,1214,1237,1238,1248,1252,923,1160,925,1215,1209,1197,1255,1243,1203,1193,1185,1213,1199,1248,1193,1237,1243,524,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,455,457,521,521,521,521,521,521,521,521,521
1190,1205,1198,1194,1219,533,533,534,535,1219,1243,1194,1201,507,509,1191,1207,1203,1217,364,365,366,1185,1217,1185,1209,1197,338,339,340,1200,1204,1218,1245,1255,1205,1210,1184,1194,1191,936,937,938,1255,1213,1215,1239,1189,1212,1195,1204,1188,1239,1192,1188,1211,1209,520,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,468,470,521,521,521,521,521,442,443,444,521
1201,1206,1190,1202,1218,1202,1193,1211,1186,1197,1190,1239,1186,533,535,1237,1185,1206,1186,1248,1199,1196,1188,1186,1189,1218,1245,351,352,353,1201,1219,1206,1195,1219,1192,1248,1220,1221,1184,1193,1189,1217,1211,1189,1219,1191,1193,1184,1221,1197,1199,1190,1260,1187,1186,1217,520,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,455,456,457,521
1209,1185,1196,1239,1190,1217,1237,1219,1192,1197,1199,1199,1183,1248,1191,1200,1243,1206,1260,1207,1212,1219,1184,1199,1194,380,1188,364,365,366,1238,1216,380,1194,1248,1193,1216,1260,1190,380,1202,1218,1255,1200,377,378,379,1192,1218,1260,1211,1186,1203,1183,1199,1211,1239,520,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,442,443,444,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,468,469,470,521
507,509,1220,1203,507,508,509,1188,1221,1184,1206,1213,1213,1213,1189,1192,1195,1215,341,1194,1192,1210,1187,1211,1221,1183,1252,1252,1209,1216,1192,1221,1188,1200,1239,1216,1245,1192,1203,1255,1221,1210,1217,1237,1260,1202,1217,1203,1191,1248,1218,1197,1190,1212,1248,1187,1199,1210,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,455,456,457,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
533,535,1245,1191,520,521,522,1215,1255,1239,1239,1252,1212,1184,1212,507,509,1255,354,1188,1190,1194,1201,1243,1214,1185,338,339,340,338,339,339,339,340,338,339,340,1183,1243,1197,1260,1217,1245,1219,1245,1243,1191,1201,1211,1245,1207,1199,1211,1202,1201,1201,1191,1216,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,468,469,470,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
1183,1195,1252,1200,533,534,535,1248,1210,1206,1200,1214,1203,1207,1194,533,535,1190,367,1214,1255,1198,1193,1218,1237,1252,351,352,353,351,352,352,352,353,351,352,353,1199,1202,1186,1184,1190,1184,1216,1202,1218,1197,1255,1185,1198,1203,1218,1255,1219,1189,1210,1197,1190,1221,1260,1211,1195,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
507,509,1203,1255,1218,1217,1210,1185,1201,1215,1215,1212,507,509,1199,1201,1212,1203,1189,1196,1215,1183,1206,1218,1204,1198,364,365,366,351,352,352,352,353,364,365,366,1215,1206,1194,1208,1212,1239,1195,1184,1199,1218,1237,1190,1187,1255,1188,1191,1209,1214,1184,1206,1208,1214,1238,1213,1213,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
533,535,1252,1211,1197,1199,1204,1255,1210,1213,1213,1210,533,535,1243,1260,1197,1202,1205,380,1200,1221,338,339,340,1186,1194,1201,1183,364,365,365,365,366,1214,1207,1205,1219,1203,1237,1205,1237,1238,1193,1188,1218,1204,1185,1239,1238,1201,1211,1211,1248,1195,1203,1220,1255,1192,1183,1192,1210,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
1186,1204,1214,1197,1220,1237,1255,1197,1198,1205,1192,1195,1187,1210,1201,1208,1198,1237,1192,1198,1243,1252,351,352,353,1190,1183,1209,1203,1213,1194,1237,1213,1255,1204,1201,380,1183,1194,1252,1190,1243,1238,1195,1194,1209,1199,1215,1221,1185,1189,1221,1183,1221,1255,1245,1248,1184,1260,1218,1248,1214,1200,1201,1196,1197,1255,1206,1192,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
507,509,1209,1188,1210,1245,1215,507,509,1206,1188,1238,507,509,1204,1203,1205,1201,1194,338,340,1213,364,365,366,1207,1196,1191,1207,1245,1245,1260,1188,1183,1207,1218,1206,1199,338,339,340,1248,1199,1212,1207,1255,1221,1191,1218,1239,1203,1191,1237,1214,1185,1190,1216,1185,1237,1201,1206,1199,1187,1183,1191,1195,1255,1211,1202,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
533,535,1200,1201,1248,1252,1237,533,535,1196,1218,1213,533,535,1206,1238,1237,380,1203,364,366,1183,1207,1218,1208,1200,1210,1239,1245,1252,1205,1214,1216,1205,1214,1201,1201,1219,351,352,353,1252,1213,1243,1190,1190,1212,1196,1213,1205,1221,1248,1213,1216,1184,1208,1205,1205,1205,1199,1210,1183,1196,1205,1194,1198,1220,1186,1205,1198,1239,1252,1185,1245,1214,1207,1219,1213,1248,1203,1201,1216,1207,1260,1195,1238,1252,1187,1198,1213,1203,1203,1219,1195,1194,1218,1195,1218,1186,1220
1213,1208,1189,1208,1193,1211,1204,1238,1215,1219,1204,1198,1208,1188,1221,1214,1218,1219,1245,1219,1205,1196,1214,1184,1188,1194,1207,1218,1207,1218,1206,1186,1200,1213,1237,1205,1205,1186,364,365,366,1215,1252,1221,1197,1217,1209,1185,1239,1195,1214,1199,1195,1203,1199,1260,1215,1206,1218,1192,1202,1238,1187,1210,1200,1214,1245,1199,1219,1238,1195,1248,1215,1202,1212,1185,1185,1237,1200,1245,1211,1210,1183,1212,1208,1211,1184,1196,1185,1237,1201,1252,1184,1197,1238,1199,1206,1214,1199,1190
1206,1186,1238,1189,1190,1260,1199,1194,1215,1207,1201,1204,1260,1191,1197,1218,1210,1201,1189,1239,1215,1208,1184,1205,1238,1191,1195,1183,1197,1218,1255,1204,1194,1208,1210,1208,1238,1196,1205,1221,380,1185,1255,338,340,1206,1217,1217,1212,1218,1206,1214,1238,1239,1245,1184,1213,1191,1252,1189,1248,1209,1184,1218,1209,1237,1211,1199,1198,1192,1219,1213,1211,1213,1211,1199,1217,1248,1245,1186,1239,1194,1212,1198,1215,1199,1245,1192,1191,1188,1220,1183,1211,1214,1204,1186,1183,1218,1208,1248
1204,1204,1238,1200,1221,1197,1216,1203,1211,1194,1196,1184,1185,1220,1252,1248,1214,1252,1209,1248,1199,1199,1198,1190,1209,1183,1252,1188,1219,1207,1189,1206,1190,1190,1191,1252,1184,1221,1219,1208,1193,1214,1189,351,353,1260,380,1210,1200,1239,1190,1260,1189,1211,1199,1209,1183,1198,1237,1188,1192,1198,1238,1238,1201,1184,1216,1189,1186,1188,1209,1188,1239,1193,1238,1260,1198,1191,1184,1211,1215,1188,1205,1196,1193,1252,1194,1215,1207,1212,1209,1211,1194,1191,1215,1204,1210,1239,1190,1238
1221,1208,1255,1190,1184,1248,1185,1245,1211,1196,1260,1238,1248,1243,1186,1192,1200,1189,1183,1198,1185,1194,1239,1238,1216,1190,1200,1192,1193,1217,1194,1209,1216,1192,1255,1208,1186,1210,1220,1193,1217,1189,1216,364,366,1191,377,378,379,1186,338,339,340,1205,377,378,379,1187,1203,1243,1248,1208,1239,380,1219,338,339,340,1191,1239,380,1199,1239,1191,1245,1189,338,339,340,1252,1210,1237,1213,1183,1200,1196,1239,1217,1215,1252,1248,1237,1203,1196,1208,1219,1213,1203,1211,1192
1200,1183,1210,1208,1203,1204,1220,1200,1203,1195,1186,1185,1193,1255,1191,1215,1189,1201,1192,1185,1220,1184,1196,1215,1195,1210,1245,1204,1183,1252,1197,1238,1248,1215,1214,1207,1211,1216,1215,1187,1205,1221,1183,1220,1238,1217,1237,1188,1220,1220,364,365,366,1191,1198,1195,1243,338,339,340,1213,1260,1204,1186,1216,364,365,366,1260,1239,1213,1252,1196,1219,1206,1237,364,365,366,1221,1200,1187,1210,338,339,340,1214,1209,1214,1219,1220,1189,1214,1196,1206,1205,1211,1202,1200,1218
1190,1243,1202,1203,1218,1219,1183,1221,1204,1183,1245,1218,1191,1200,1221,1209,1201,1238,1237,1192,1215,1199,1186,1219,1248,1189,1210,1202,1200,1200,1198,1197,1190,1205,1192,1195,1207,1217,1260,1199,1237,1204,1214,1237,1201,1187,1200,1184,1186,1260,1255,1186,1260,1221,1214,380,1195,364,365,366,1189,377,378,379,1215,1201,1206,1199,1200,1238,1187,377,378,379,1206,1196,1198,1197,1190,1243,1252,380,1214,351,352,353,1207,1201,1194,1190,1192,1214,1210,1192,1194,1213,1245,1210,1184,1210
1211,1191,1219,1186,1185,1215,1217,1198,1187,1252,1208,1217,1243,1204,1206,1189,1203,1201,380,1201,1190,1195,1239,1248,1217,1193,1200,1187,1260,1252,1196,1204,1217,1205,1201,1220,1212,1195,1243,1202,1196,1215,1202,1204,1260,1192,1199,1219,1204,1188,1201,1252,1206,1219,1214,1219,1185,1189,1255,1209,1201,1185,1202,1184,1218,380,1200,1239,1213,1199,1220,1216,1219,1216,1214,380,1196,1212,1237,1219,1191,1213,1191,364,365,366,1197,1199,1217,1220,1189,1206,1185,1185,1201,1238,1190,1213,1215,1213
1195,1191,1186,1218,1189,1239,1221,1237,1187,1243,1183,1221,1189,1220,1197,1216,338,340,1245,1214,1215,1192,1186,1215,1194,1195,1205,1189,1243,1204,1183,1217,1216,1217,1216,1212,1248,1214,1183,1188,1198,1255,1212,1208,1255,1215,1210,1188,1220,1189,1260,1213,1205,1203,1197,1210,1191,1220,1186,1221,1238,1202,1192,1194,1184,1248,1198,1201,1205,1194,1197,1202,1194,1210,1214,1212,1196,1192,380,1216,1208,1204,1186,1205,1215,1255,1189,1195,1200,1212,1204,1187,1248,1186,1193,1188,1213,1248,1207,1185
1202,1215,1189,1196,1185,1199,1213,1186,1198,1216,1199,1260,1187,1239,1210,1255,364,366,1216,338,340,1245,1208,1207,1243,1187,1219,1214,1185,1239,1203,1187,1201,1187,1197,1188,1190,1194,1183,1201,1183,1213,1206,1248,1202,1215,1198,1184,1208,1195,1237,1201,1195,1219,1209,1186,1217,1210,1255,1213,1200,1188,1198,1200,1219,1208,1188,1210,1214,1185,1188,1205,1211,1214,1187,1187,1205,1195,1208,1183,1252,1215,1202,1217,1194,1209,1192,1203,1252,1255,1203,1187,1188,1184,1183,1217,1216,1195,1243,1239
1243,1220,1193,1255,1243,1204,1220,1208,1221,1210,1186,1243,1201,1252,1189,1191,1204,1189,1206,351,353,1188,1197,1213,1187,1217,1214,1183,1187,1193,1202,1203,1198,1214,1200,1191,1239,1190,1212,1218,1214,1238,1245,1215,1252,1191,1212,1205,1193,1243,1243,1206,1197,1213,1215,1209,1248,1209,1188,1219,1195,1238,1187,1245,1206,1255,1196,1186,1215,1207,1206,1215,1214,1196,1239,1255,1194,1255,1260,1252,1203,1245,1200,1237,1216,1252,1185,1214,1215,1239,1219,1211,1201,1201,1209,1197,1199,1243,1207,1194
1187,1189,1218,1255,1213,1217,1183,1209,1200,1206,1252,1199,1237,1207,1184,1221,1207,380,1206,364,366,1204,1189,1208,1206,1184,1190,1238,1216,1208,1217,1201,1196,1204,1213,1187,1239,1211,1255,1210,1184,1248,1243,507,509,1187,1218,1185,1209,1214,1215,1183,1217,1188,1203,1218,1238,1217,1185,1198,1220,1211,1197,1215,1202,1198,1220,1197,1201,1221,1203,1184,1184,1198,1255,1221,1201,1248,1195,1217,1195,1210,1199,341,1206,1220,1252,1198,1196,1192,1217,1206,1260,1209,1209,1185,1217,1188,1215,1203
1207,1185,1214,1193,1201,1255,1216,1220,1208,1238,1184,1211,1202,1204,1187,1216,1245,1216,1237,1202,1209,1216,1192,1205,1220,1196,1208,1195,1190,1243,1213,1187,1194,1260,1211,1207,1184,1201,507,509,1183,1200,1202,533,535,1220,1191,1237,1237,1207,1202,1184,1210,1190,1219,1243,1199,1183,1260,1255,1189,1194,1239,1217,1220,1186,1204,1217,1220,1209,1184,1188,1260,1214,1215,1204,1199,1217,1194,1184,1202,1248,1185,354,1183,1217,1211,1237,1207,1248,1243,1184,1207,1220,1186,1252,1208,1243,1245,1196
1214,1214,1212,1252,1209,1255,1207,1221,1206,1200,1248,1238,1212,1219,1195,1196,1194,1193,1238,1209,1243,1203,1200,1216,1192,1205,1198,1193,1189,1245,1195,1191,1238,1220,1248,1218,1199,1194,533,535,1186,1211,1183,1210,1204,1219,1191,1212,1192,1260,1211,1243,1184,1197,1217,1215,1216,1212,1206,1189,1238,1209,1212,1200,1204,1238,1188,1210,1196,1190,1248,1195,1185,1216,1212,1185,1195,1184,1239,1245,1207,1186,1193,367,1201,1216,1219,1184,1201,1195,1221,1188,1204,1215,1194,1220,1193,1188,1201,1213
1188,1219,1208,1194,1219,1217,1192,1238,1186,1206,1189,1197,1219,1209,1198,1219,1255,1212,1201,1190,1202,1188,1260,1184,1212,1187,1217,1198,1260,1185,1201,1183,1216,1255,1196,1212,1237,1203,1199,1197,1243,1260,1187,1197,1239,1255,1245,1194,1208,1203,1183,1239,1221,1218,1183,1205,1209,1183,1217,1190,1237,1238,1184,1196,1192,1190,1191,1186,1188,1184,1204,1239,1205,1208,1195,1197,1187,1212,1211,1205,1213,1248,1239,1199,1216,1260,1194,1237,1193,1203,1186,1220,1193,1208,1219,1245,1200,1220,1208,1211
1243,1239,1189,1191,1196,1213,1197,507,508,509,1245,1187,1216,1184,1212,1200,1237,1202,1205,1188,1186,1195,1204,1215,1205,1197,1260,1220,1189,1221,1255,1191,1260,1206,507,508,509,1217,1221,1216,1192,1193,1195,1239,1201,1219,507,508,509,1212,1204,1260,1210,1202,1213,1201,1207,1199,1219,1217,1185,1260,1202,1188,1260,1217,1219,1203,1221,1238,1245,1219,1248,1201,1252,1196,1216,1193,1188,1220,1183,1260,1202,1218,1183,1196,1207,1183,1252,1195,507,509,1190,1252,1214,1204,1184,1206,1206,1238
1190,1199,1192,1238,1191,1200,1252,520,521,522,1237,1183,1218,507,508,509,1189,1260,1255,1192,1194,1245,1195,1198,1218,1187,1204,1194,1192,1190,1188,1195,549,1210,520,521,522,1248,1252,1239,1191,1210,1190,1188,1208,1243,520,521,522,1192,1210,1212,1210,1208,1204,1198,1193,1211,1255,1205,1186,1207,1185,1219,1198,1215,1243,1184,1195,1212,1215,507,508,509,1243,1198,1255,1210,1189,1255,1203,1260,507,509,1217,1211,1219,1255,1205,1243,533,535,1205,1203,1191,1198,1210,1255,1183,1196
1198,1187,1215,1205,1211,1216,1212,533,534,535,1219,1191,1200,520,521,522,1192,1239,1204,380,1209,1203,1206,1207,1260,1201,1200,1210,1214,1184,1215,1239,1190,1219,533,534,535,1193,1201,1252,507,509,1190,1195,1186,1208,533,534,535,1198,1204,1216,1245,1204,1202,1211,1194,1195,1190,1210,1238,1245,1239,1198,1185,549,1208,1248,1221,1183,1190,520,521,522,1188,1217,1237,1185,1202,1206,1203,1252,520,522,1208,1187,1183,1194,1219,1219,1213,1212,1215,1201,1209,1187,1195,1186,1207,1184
1200,1239,1218,1202,1189,1190,1193,1203,1219,1248,1183,1195,1205,533,534,535,1203,1239,1201,1237,1260,1192,1187,1191,1202,1200,1217,1215,1260,1185,1200,1189,1186,1212,1239,1200,1219,1201,1203,1199,520,522,1207,1260,1260,1215,1199,1260,1215,1207,1191,1238,1200,1208,1191,1239,1190,1189,1211,1194,507,508,509,1260,1185,1243,1208,1188,1184,1245,1209,533,534,535,1239,1187,1255,1193,1203,1217,1237,1239,533,535,1209,1208,1245,1199,1220,1218,1203,1213,910,911,912,1192,1260,1201,1188,1209
1211,1184,1193,1237,1202,1187,1196,1238,1193,1221,1219,1197,1219,1201,1215,1186,1186,338,340,1190,1245,1212,1185,1199,1188,1186,1221,1211,1192,1197,1219,1206,1221,1190,1189,1202,1260,1248,1215,1203,533,535,1260,1237,1192,1197,1219,1194,1194,1207,1255,1192,1187,1239,1243,1218,1196,1188,1185,1197,520,521,522,1184,1185,1190,1210,1239,1219,1220,1221,1212,1260,1199,1252,1187,1211,1196,1198,1203,1239,1187,1184,1209,1243,1204,1215,1190,1184,1255,1204,1255,923,924,925,1252,1203,1184,1194,1252
507,508,509,1210,1199,1248,1195,1219,1218,1255,1201,1217,1197,1220,1198,1221,1203,351,353,1213,1215,1221,1239,1208,1189,1194,1198,1239,1208,1213,1218,1214,1195,1237,1198,1198,1239,1209,1187,1208,1209,1220,1200,1209,1190,1238,1239,507,509,1216,1190,1192,1206,1211,1183,1243,1192,1217,1248,1218,533,534,535,1186,1207,1218,1211,1252,1213,1214,1220,1203,1187,1215,1204,1197,1215,1200,1243,1213,1205,1188,507,509,1211,1213,1194,1200,1191,1213,1206,910,942,924,925,1200,507,509,1194,1192
520,521,522,1200,1200,1207,1203,1197,1192,1248,1183,1206,1221,1191,1216,1198,1237,364,366,1243,1204,1202,1203,1238,1189,1252,1255,1199,1219,1215,1205,1204,1220,1220,1193,507,508,509,1191,1210,1207,1195,1185,1213,1200,1248,1220,533,535,1196,1211,1204,1193,1214,1190,1205,1192,1196,1197,1252,1195,1203,1199,594,632,1217,1252,1239,632,1197,1214,1216,632,1200,1203,1187,1252,1194,1198,1198,1188,1245,520,522,1216,1201,592,1184,1217,1220,1188,923,924,924,925,1208,533,535,1210,1248
